Item,Category,Brand,Model,ASSESSMENT,"Repair status","Spare parts",Event,Group,Date,"Waste prevented","CO2 emissions prevented",POWERED
Printer,Printer/scanner,Epsom,ET2820,"When printing paper keep getting stuck. The error code appears. Disassembled and removed paper jam. Now OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,12.47,50.345,Powered
iPhone,Mobile,Apple,"iPhone X","The screen is smashed, ink has covered the screen. The audio has been muffled. Needs new screen.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-01-06,0,0,Powered
"Air Purifier",Aircon/dehumidifier,Levoit,,"Lights come on but fan does not work. Took the whole thing apart. Could not fix.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-01-06,0,0,Powered
Blender,"Small kitchen item",Pro-Blend,,"Base was stuck in bottom part, was able to take it off.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,2.95,15.45,Powered
"Slow cooker","Small kitchen item",Tefal,8-in-1,"Wire that connects lid to base was broken. Re-soldered.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,2.95,15.45,Powered
hairdryer,"Hair & beauty item",,,"A ring around the dryer just to mend it please. Ring unrepairable. Needs to be glued & taped together.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-01-06,0,0,Powered
"Vacuum cleaner",Vacuum,,,"Vacuum cleaner, works with water, dust kept in water & suddenly stopped, I don't know what happened. Cut off damaged section of cord and fitted a new UK plug. This fixed the issue.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,6.8,18.005,Powered
"Standing Lamp LED",Lamp,,,"Top lamp flickers intermittently. Might be issue with connection at plug. Dry join on led repaired. Flicker not present when slightly dimmed. Customer did no realise it could be dimmed. Working OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,2.68,7.48,Powered
overlocker,"Sewing machine",Brother,"Lock 1043D","Motor no power. Mains plug clamp was too tight and fractured cable. Mains plug refitted. Now OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,8.6,17.5,Powered
Iron,Iron,,,"Not heating up. Disassembled and tested electronic mechanical/components. Found error with heating element but not repairable due to age and availability of spare part/equipment required for fixing.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-01-06,0,0,Powered
"Food processor","Small kitchen item",Kenwood,"Multipro Express","Stopped turning on after I think I ran it for too long with dough in it. Power is fine as the scale still turns on. Screen shows [----] when you try to run motor. Removed cover underneath, motor is isolated from supply by 2 micro-switches activated by sliders which engage with lid & jug when they are assembled. Consulted instruction manual which says that when screen shows [----] it suggests jug assembly is not present. As motor was last running with dough, it was likely taking very high current which may have burned out micro-switch, rectifier or windings. This is not easily diagnosable without de-soldering and rewiring, and may not be fixable without replacement parts.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-01-06,0,0,Powered
"Bread maker","Small kitchen item","Russell Hobbs",23620,"Won't turn on. We opened the breadmaker with some difficulty and spotted that the resistor was blown. We need a new resistor to repair the machine.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-01-06,0,0,Powered
Radio,"Portable radio",,,"It's not coming on. Power supply identified as faulty. recommended new universal PSU. Now Fixed! Remade PSU.",Fixed,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-01-06,2.06,27.325,Powered
Blender,"Small kitchen item",,,"Needs sorting. Lock fixed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,2.95,15.45,Powered
"Electric face mask","Hair & beauty item",,,"The wire is broken and it no longer stays on. Cutaway and re-soldered wires and then insulated with shrink plastic to contain them.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,0.67,5.14,Powered
"Bathroom scales",Misc,,,"Need to open and put a battery in. New battery installed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,0,0,Powered
"VR controller","Handheld entertainment device",Oculus,,"Left and right controllers have drift. Movements go all over the place. No damage on outside. WD40 spray to buttons.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,0.14,11.355,Powered
"Video game controller","Handheld entertainment device",XBox,,"The B button stays down. Controller taken apart and B button cleaned, reassembled.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,0.14,11.355,Powered
"Video game controller","Handheld entertainment device",XBox,,"The left joystick sends a signal that it's pointing upwards when it's not. reassembled. Controller taken apart, WD40 put on joystick, reassembled.",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,0.14,11.355,Powered
"Upright vacuum cleaner",Vacuum,Shark,,"Power wire becoming frayed and exposed wires - have bought new wire and would like help re-wiring!",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,6.8,18.005,Powered
toaster,Toaster,,,"Two of the slots don't stay down when you press the lever. Toast crumbs in the way of the catch!",Fixed,,"We Are 336","Repair Café Lambeth",2024-01-06,1.47,4.065,Powered
Dress,Clothing/textile,,,"For alterations",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.75,10.16,Unpowered
Shoe,Clothing/textile,,,"The heel came off",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.75,10.16,Unpowered
Jersey,Clothing/textile,,,"The zip broke, I took it off, I would like another way to put in connections",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Unpowered
"Occasional chair",Furniture,,,"Chair leg needs adjusting - a bit wonky!! Temporary repair - now OK to use.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,29.81,33.565,Unpowered
Box,Furniture,,,"Needs re-covering",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Unpowered
Trouser,Clothing/textile,Gap,,"Too long - need raising",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.75,10.16,Unpowered
trousers,Clothing/textile,,,"Need taken up",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.75,10.16,Unpowered
Trouser,Clothing/textile,,,Repaired,Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.75,10.16,Unpowered
Boots,Misc,Geox,,"Cracked sole",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Unpowered
Flute,Misc,,,"Piece has come off and needs re-attaching. Val was able to fix the flute, thanks very much!",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,000.400,3.540294118,Unpowered
Bike,Bicycle,B-Twin,,"I have two punctures and a rusty chain. Had it repaired a few months back but a live in an area of high bike theft and they tend to puncture your bike before stealing it, which is what I think happened.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,15.1,74.8,Unpowered
Sweater,Clothing/textile,,,"Hole in armpit. Fixed with some hand-sewing.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.75,10.16,Unpowered
Laptop,"Laptop medium",Acer,,"Screen broken in half, frame & hinges broken. Hinges of the laptop could be attempted to repair with getting new screws through be we chose to use duct tape. New screen required.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"Sewing machine","Sewing machine",Jones,,"The bobbin winder not working and probably needs clean and oil. Re-oiled and bobbin cleared + roughing up wheel.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,8.6,17.5,Powered
"CD/cassette player","Hi-Fi separates",Philips,AZ1003,"CD player tray micro switch. Grease blocked detection mechanism. Switch realigned and greased.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,8.72,61.93,Powered
Blender,"Small kitchen item",Vitamix,,"The blender stopped working. I've purchased the part to fix it but I can't loosen it.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.95,15.45,Powered
Blender,"Small kitchen item",NutriBullet,,"Needs reassembly.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.95,15.45,Powered
Juicer,"Small kitchen item",Philips,,"Worked then suddenly stopped. Changed internal fuse 15A with 16A",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.95,15.45,Powered
"Sewing machine","Sewing machine",Singer,,"Can't wind bobbin. Shown how to wind correctly.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,8.6,17.5,Powered
"Bicycle light","Decorative or safety lights",,,"Replaced batteries with new but now doesn't light up. Fixed by a visitor in the queue!",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.46,7.36,Powered
"Coffee Grinder","Small kitchen item",Wolfa,WSFBS-100B,"Low performance, not grinding beans. Taken apart, motor removed and found the the brushes were trapped in a position which as affecting the power. We released the brushes and the put the motor back and put grinder back together. Tested and was working, at full performance.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.95,15.45,Powered
"Convection heater",Misc,Challenge,DL06,"It was running for about 20 minutes and then began to make fizzing noises. The two lights that indicate it is actively heating began to flicker on and off. I tried at a different plug socket but this continued. The lights then went off and it stopped working. At the repair when turned on, spark/flash when on for a little while. Opened up and taken apart to access components, found burnt cable tie touching nearby element. Short circuiting. Pulled apart from each other then put back together and PAT tested - passed test and then turned on and working OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,001.000,16.033396165,Powered
"Electric heater",Misc,DeLonghi,HR720C,"Electric cable is broken by the case. Re-wired mains connections.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"Hand blender","Small kitchen item",Breville,,"Stopped suddenly. Awkward disassembly. Internal PCB mounted fuse blown. Shunt put in for test purposes - blender now works. Client recommended to buy replacement fuse from eBay. Original part handed over and specification communicated.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Clock,Watch/clock,,,"Hand don't move. I've changed the batter but still not working. Battery was flat!",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,1.3,14.145,Powered
"Blender/coffee grinder","Small kitchen item",Krups,,"The blades have stopped turning. Blades very stiff. Turned with pliers till free and moving. Grinder started working.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.95,15.45,Powered
"Sewing machine","Sewing machine",Singer,,"Can't get cotton on bobbin.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,8.6,17.5,Powered
Laptop,"Laptop medium",Lenovo,,"Won't switch on. Laptop goes into bios and all looks OK. Advised to create a Windows boot USB and bring to repair windows.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Laptop,"Laptop medium",Acer,"Swift 3","Screen only turns on at low angles. Risk of doing more damage than good. Advised to buy replacement screen but leave in packaging. If the old screen can be salvaged then replacement can be sent back.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Blender,"Small kitchen item",Philips,,"Jam the lid of the blender. Was over-tightened, just need some brute force.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.95,15.45,Powered
"Table lamp weather station",Lamp,,,"Touch sensor not working. Cable loose. Dimmer unit likely at fault, advised to by a replacement and come back.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"CD cassette/radio","Portable radio",Alba,,"Cover for CD player unable to shut. Plastic door latch broken, shown which part to buy. Might come back.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Blender,"Small kitchen item",NutriBullet,"Magic Bullet","Motor broken, have bought spare part but can't undo old one. Part replaced.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.95,15.45,Powered
Headphones,Headphones,Beats,,"Broken headset. Attempted to fix the hinge on the headphones.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Laptop,"Paper shredder",Toshiba,,"Upgrade required. RAM replaced 4GB to 8GB. SSD could not be installed due to lack of equipment.",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Laptop,"Laptop medium",Toshiba,Chromebook,"Keyboard is not working. Ran evtest to confirm keys not working. Possible hardware issue. Right, shift, P and Esc.",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Laptop,"Laptop medium",HP,,"One of the hinges doesn't close properly and possible issue with battery - if not plugged in it won't turn on. Battery replacement required.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"Coffee machine","Coffee maker",Smeg,ECF01,"Loss of pressure   - maybe the compressor? Disassembled.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"Vintage record player","Hi-Fi separates",Singer,,"Needs new needle/stylus plus tune up.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Laptop,"Laptop medium",Apple,Macbook,"With charger in - tries to open and only gets half way. Fixed using Disk Repair Utility.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,1.83,132.66,Powered
Laptop,"Laptop medium",Apple,"Macbook Pro","Needs replacement screen. It turns on (makes noise) but screen stays off. Recommended appointment at Genius Bar.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Toaster,Toaster,Kenwood,,"Two heating grills not working. Opened it up and there were breadcrumbs and dust around the electromagnets so they weren't catching on. Cleaned it - fixed!",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,1.47,4.065,Powered
Laptop,"Laptop medium",Microsoft,"Surface Book 2","Keys 0-7 don't work. Removed them - seems fine. Tried to open laptop but need suction cup (it's glued in)",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"DAB Radio","Portable radio",Pure,,"Volume control broken (volume randomly goes up). Worked fine in the case. Opened it, tried to remove main-board to check volume knob but couldn't. 6 screws + glue on the other side, intentionally impossible to repair.",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Toaster,Toaster,"Argos Cookworks Basic",,"No power, lever won't stay down. Opened it, identified broken heating element (no continuity). Too hard to access it and wouldn't have a way to fix it anyway.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Kettle,Kettle,,,"Loses connection when boiling and turns off. Opened kettle and base. Cleaned contacts and tried to straighten metal contacts. Fault still exists - switch probably needs to be replaced.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Laptop,"Laptop medium",HP,,"It works very slowly and it doesn't load after about half an hour. Appears to have a lot of space used, and a lot of unnecessary processes running. Tried several ""clean-up"" programs. Recommendations: remove photos/pictures to USB drive and complete re-install of Windows 10.",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"Claw machine for sweets","Small kitchen item",,,"Very intermittent fault - not found. Some joints re-soldered but no good.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Camera,"Digital compact camera",Sony,"RX100 Mark 7","Screen not working. Digital camera working except for ""swipe"" function. Tried full factory reset and adjusted touchscreen settings. Advised to submit for repair.",Repairable,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"Sewing machine","Sewing machine",Singer,,"Fuse blown in plug and replaced. Works now. Could do with a drop of oil.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,8.6,17.5,Powered
Blender,"Small kitchen item",,,"Stopped working. Opened up and tested connections to safety switch, power etc. Tested connection to motor - suspect motor is the problem but no sign of damage or brush problem.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
"Radio non-digital","Portable radio",Philips,,"It was working but after a lengthy storage it won't work anymore. Need 2 fuses - 1A mains fuse and 200mA internal fuse.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,2.06,27.325,Powered
Hairdryer,"Hair & beauty item",Philips,,"Cable need to be replaced. Cut the wires, re-soldered and covered.",Fixed,,"We Are 336","Repair Café Lambeth",2024-02-03,0.67,5.14,Powered
"Radio cassette","Portable radio",Panasonic,,"Buttons sticking. Bottom fixed. Cassette player belt gone. Replaced with generic belt. Sound is still bad. No current fix without calibrated belt of original size.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Headphones,Headphones,Sony,WH-1000MX4,"Not charging. Keep on connecting/disconnecting from port. Tried to replace charger but there is a physical issue. Diagnosed and suggested parts to order.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-02-03,0,0,Powered
Pram,Misc,,,"Wheels need replacing. Spares supplied. 4 tires changed with the aid of fairy liquid as a lubricant!",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Unpowered
Coat,Clothing/textile,,,"Fixed lining so that arm moved freely.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
dress,Clothing/textile,,,Lengthened.,Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
jeans,Clothing/textile,Levis,,"Cut and hemmed as directed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
jeans,Clothing/textile,,,"Repaired with patches stitched in place.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
jeans,Clothing/textile,,,"Repaired with patches stitched in place.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
Dress,Clothing/textile,,,"Cut length and sewed hem.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Elastic waistband sewn in.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
"Small hand soap dispenser",Misc,,,"Not pumping soap. Cleaned soap from dispenser.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Unpowered
Cardigan,Clothing/textile,,,"Needs a crochet loop.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
Phone,Mobile,,,"Phone not working. Contacts cleaned. Checked with a SIM. Now OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.15,25.255,Powered
iPhone,Mobile,Apple,SE,"Fault traced to USB charger. Phone OK. Will buy new charger.",Fixed,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-03-02,0.15,25.255,Powered
"Kitchen mixer","Small kitchen item",Kenwood,,"Fuse and wiring checked. Now working OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,2.95,15.45,Powered
Toaster,Toaster,Tower,,"No power supply, checked fuse already. Found the issue - locking mechanism was jammed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,1.47,4.065,Powered
"Video Player","TV and gaming-related accessories",Panasonic,,"Fuses checked. Power in but 2 capacitors (supplied) need replacing. No time to disassemble. Suggest getting service manual for next time.",Repairable,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
Stereo,"Hi-Fi integrated",,,"Opened stereo, PCBs look to be undamaged, all cables in place.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
Blender,"Small kitchen item",,,"Turned on the blender and it worked. The jug was probably not twisted fully into the base previously.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,2.95,15.45,Powered
Hoover,Vacuum,Henry,James,"Used to hoover up water when not designed for that. Blows fuse when plugged in. Water damage to be dried out. Replacement part ordered.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Coffee grinder","Small kitchen item",Wilfa,,"Not grinding beans. Solution was to switch the polarity of the motor as it was reversed in the last repair.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,2.95,15.45,Powered
"Coffee machine","Coffee maker",Lavazza,Mio,"The lid doesn't close, either blocked or bent. Capsule piercing spikes not working enough to pierce capsule.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
Camcorder,"DSLR/video camera",,,"Cassette won't load. Camcorder not letting the cassette go down when the tape is loaded - must be something not catching but the mechanism is not easily accessible. Not enough time to fully investigate and would take several hours.",Repairable,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"carpet cleaner",Vacuum,Hoover,,"Water coming out of the bottom. Valve that releases water didn't seem to be engaging and was released when water was put in, it went straight through. Took it apart to access mechanism and it turned out to be a sticky valve. Treated with WD40 and released. Put back together and testes. Now working.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,6.8,18.005,Powered
"Cassette player","Hi-Fi separates",Panasonic,,"Needs a part replacement.",Repairable,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Photographic lights","Decorative or safety lights",,,"Lamp was dropped and bulb broken inside. The bulb fixture no longer works with a new bulb. Fuse in plug was dead, replaced with a new 3A fuse.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.46,7.36,Powered
"Sewing machine","Sewing machine",Silvercrest,,"Checked bobbin mechanism and the upper mechanism. Found that stitch function was on wrong setting. Explained problem. Running fine.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,8.6,17.5,Powered
"Solar lantern","Decorative or safety lights",,,"Battery seems not to work any more, or haphazardly.",Repairable,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Mini fridge","Small kitchen item",Sensio,,"Checked fuse - OK. Opened up the back and inspected circuit board - burning seen on the switch circuit board where you can change between AC and DC. Solder a connection so that it is permanently on AC (as being powered by the mains) and then worked OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,2.95,15.45,Powered
Breadmaker,"Small kitchen item","Russell Hobbs",,"Doesn't turn on. Blown resistor identified and replaced. Machine blew (power) up when switched on.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Battery-powered toy house",Toy,"Leap Frog",,"Stopped working recently. Opened up and wire loose. Soldered wire.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.93,5.2,Powered
Laptop,"Laptop medium",Acer,"Swift 3","Screen not working. Replaced but same problem occurred. Issue could be cable or circuit board.",Repairable,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Coffee machine","Coffee maker",SMEG,,"Spare part supplied and fitted. Re-assembled. Working.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,1.28,8.75,Powered
Laptop,"Laptop medium",Acer,Aspire,"Powers on but not booting up. Works now. Email settings applied. Some user education applied too!",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,1.83,132.66,Powered
"Sonic pain relief medical device",Misc,,,"Wire re-soldered as had broken off.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Child's radio",Toy,Yoto,,"Coin stuck in slot and removed with tweezers.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.93,5.2,Powered
"Shaver electric","Hair & beauty item",Gillette,,"Not charging. Tested battery and charger. Charger seemed to be working fine. Battery was very discharged but seemed to be charging. Recommend charging for 15 hours and see if it works. If not,  found replacement battery online. Could be fitted next time.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
Walkman,"Handheld entertainment device",Sony,Walkman,"Not working. Quite corroded. Needs further work. May not be worth it.",Repairable,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Air fryer","Small kitchen item",Ninja,,"Replaced plug.",Fixed,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-03-02,2.95,15.45,Powered
"External hard drive","PC accessory",Seagate,ST1000DL002,"Not being recognised by OS. Attempted connecting device to laptop. Brief moments of activity, nothing persistent enough to give a reliable connection. Problem is likely with data interface/controller to access underlying data. Two solutions: Professional recovery service (perhaps expensive) or buy a SATA to USB-A cable to attempt another connection that may work.",Repairable,,"We Are 336","Repair Café Lambeth",2024-03-02,0,0,Powered
"Hand-knitted sweater",Clothing/textile,,,"Hole patched.",Fixed,,"We Are 336","Repair Café Lambeth",2024-03-02,0.75,10.16,Unpowered
"Cusion cover",Clothing/textile,,,"Cushion needed inner liner.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Jacket,Clothing/textile,,,"Top stitch around the zip.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
"Soap dispenser",Misc,,,"Clogged. Unclogged!",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Unpowered
Sheet,Clothing/textile,,,"Ripped. Stitched back up.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Patching and hemming",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Jeans,Clothing/textile,,,"Shortened. Took out same color thread from hem and used to replicate on shortened trousers.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Coat,Clothing/textile,,,Mending,Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
"Powerfoil kite",Clothing/textile,,,"Needs side stitching",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Waistband widening",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Waistband widening",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Waistband widening",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Bag,Clothing/textile,,,"Needs additional hole",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Bag,Clothing/textile,,,"Zip needs fixing",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Jacket,Clothing/textile,,,"Cufflink broke off, unable to connect outer shell. Stitched back the loop.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
trousers,Clothing/textile,,,Hemming,Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Bike,Bicycle,"Isla Bikes",,"Brakes and chain to be checked. Brakes were seized up so they were cleaned and re-adjusted.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,15.1,74.8,Unpowered
Suitcase,Misc,,,"Handle won't collapse. Dismantled, un-bent, handle mechanism free-up and reassembled.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Unpowered
Jacket,Clothing/textile,Zara,,"Holes in pockets, stitched and fixed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.75,10.16,Unpowered
Bicycle,Bicycle,,,"Brakes checked",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,15.1,74.8,Unpowered
Laptop,"Laptop medium",Lenovo,,"Seems to be a hard drive issue? Dismantled everything, parts needed. Possibly from 3rd party or manufacturer.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Fairy lights","Decorative or safety lights",,,"Repaired cable (solder) and re-taped together. Recommend new plug to wire.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.46,7.36,Powered
"CD player","Handheld entertainment device","John Lewis",,"Opened it. there was a sheet of paper in the slot and 2 CDs. Managed to extract the paper but not the CDs",Repairable,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Bicycle light","Decorative or safety lights",,,"Red light not working. Needs LED 30/30",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
Toaster,Toaster,"Russell Hobbs",,"Not staying down. Cleared out crumbs. Cleaned electro magnets. worked after testing.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,1.47,4.065,Powered
"Vacuum cleaner",Vacuum,Dyson,,"Suction stuck. Needs new motor.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
